resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_cadence,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,"{'id': 54565248, 'resource_state': 1}",Ochtendloop,5290.1,1701,1701,27.0,Run,Run,,15736780917,2025-09-08 06:06:44+00:00,2025-09-08T09:06:44Z,(GMT+02:00) Europe/Athens,10800.0,,,,0,11,0,2,0,"{'id': 'a15736780917', 'summary_polyline': '_dxwEolqqCOBSNYDSHMPKj@N^DNl@dBNVVRJBl@ZN\\Jl@@THt@Pz@LzANd@H~@l@xE?\\Hz@Lz@AZHd@T`@HHNHPBv@EvB_@H?PDHP|@lANLNT`@VLVt@~@f@h@b@p@r@x@\\d@f@j@T\\f@l@J\\Hd@FZJ@HER]NMC?MFi@WMK_@i@KIKUQOS[SQo@}@[Yu@}@QYQOKUc@c@OW_@WaB{BIGOGI@aAP[N}@Hi@K]c@M_@E_@Mg@A[Mu@C[BWCSWeBMsAGYOgBAIIMGy@SwAKsAK[GGs@_@OGUOM[IY_AiCc@w@[y@?MFe@Pa@BSDEJGPC`@SDAlAo@TEn@LV?PBHAP?dAURMPEZUNUPq@Fc@DaAHs@Cc@KMSDYDYA]J]DK?MCUa@][CKg@e@q@_@_@QEEOIQWG[Ec@C{@Gi@?]Da@HSJMDMFsA?qALiA@U?q@Ek@BMNKLCp@AJBFFBD?j@E|@DR@~@LXZD\\?NCH@PCN@NJTXHD\\d@l@l@Zf@PLPZBJ@l@N`ABlAAl@Ev@?p@BJNFj@FRHj@Hl@DtAT\\BnARPH\\Bb@VHLNDRTNd@ZbBNtA?d@Fd@Lp@Hr@?t@RlBI~@ER[R}@R_@DGBeC^SFc@Fm@RUGCMK{@IuA[eCGSIEHA|@a@^M\\@PA@CDW?UKwA[g@k@c@[]EMCMHo@IOCCu@G_@KE@ICe@O]C', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[35.518248, 24.014964]","[35.516162, 24.017066]",3.11,4.74,True,159.6,182.0,False,True,8.0,-5.8,16809750471,16809750471,garmin_ping_477986925266,False,0,0,False,84.9,387.8,544.0,389.0,True,659.6
2,"{'id': 54565248, 'resource_state': 1}",Nachtloop,41977.7,3596,3596,31.6,Run,Run,,16096168239,2025-08-30 00:00:00+00:00,2025-08-30T02:00:00Z,(GMT+01:00) Europe/Brussels,7200.0,,,,0,0,0,4,0,"{'id': 'a16096168239', 'summary_polyline': 'y~owHeqsR{@eGMiBWgAcFoJsDcEyBaDo@yA?s@He@lBsB~D{G|FhJn@pBdBfDRP`@GxAcBxEqDbAmA~BkElA_BhIwIp@aBo@g@uBoDu@s@yHsPk@y@qAq@e@Rq@xBc@rD{@v@_Bd@cGaFkBvDaEtGuDrDOQsBsHeAsCfBiDlB_E|FiF`GsFR_@JwAwAqB_IsGqFeGkH_AgFv@i@E[]kDbBkAPmBx@eJvEe@HoQ|MeEfE_EdDqArBkAfCoAqBe@_BYiBr@k@kAoDgkAarCqBeD{sAkcBiIyK}EiJfCqGo@y@_@_AaDpD{FxIkFvE{NlJsF`CkFjDaRpNlAhGnBvHvA|DxCxJ|EvVjCbHhA|AUhAoI{IS\\hNlN]xPTbEhB~GnBbFp@fDjBpGrCrEl@fExIxH|E|Cn@n@\\nA`Dfh@jBn@ZtATdEMjJLpFE~D~AlG\\rE@pBfTi@nQiCrHi@bKuCrH@rDv@rG~B`DvBnChCxRzKnD|@xEVxKWvHmAdCnBbBlBnBPdBUjHrBt@K`AiTz@oDz@pClCfBbD~@pCtAjCfCtEe@nDgAbElA`CIvCcA|@~Bt@xCtDpR`@x@ElB}A~Ei@dDlA~Ct@cAj@t@~CwArAyB`ByD`DdItE~E~BlD`DpKh@v@jA@hEgAf@VrDrDzDbAlCLnE`A^xEjApDvEkEfOaG\\|@rAhBt@d@fB`@TXjHfC`R~IhGnArHtCjIhClLfBvKvC|Fr@xDhAgGnJuB\\kAe@FlC`@~@vMjHxHpDhBzB|DpA~NxJhTvLZe@qHoc@_@gT{BgOcBqAkHHiJrBkElC{DjBuFXuAUBiXtBIVzCTh@n@LbBmA`DcAzGiGxBsDdBsDvFcSmAiAmAmBm@cCsCzBgBvBcAzB}@hDaCpEkBvBgCrB}DhAmBBDwVOkBW{BmBkHwAkDw@aDsBeM|HoDlPwJMa@A}A^iAjBeBL{@wDsPm@oDaHCyAv@{A~AwClAqDC{B_AsC]sOv@iDf@_@d@vBd[OFwBoZuI[yC`@qKbFq@CuGfJk@xAWhC_A`FcCfFsBfCgHjHm@HMo@zAkFFyCu@iE_AiAiFqBuCsD_DcFq@hAmEkGaCcGqF{J{@Yy@Xe@pAw@fEiAzAcBUgF}DiG|KqE~EYGwA}FsAqEbBiCjBcE`OeNTe@FiAMa@wAaBmJcIsDiEaHy@sGp@o@a@cCtAeBZuMpGe@HkQvMiEjEaEdDwA|BeArCz@v@lDvMxA`AzGrBjDdDjATv@?zGiBzFpAhFuA|@tBz@bD~DnSZJ|BcAnFq@', 'resource_state': 2}",False,False,False,False,everyone,True,g20684238,"[51.20509, 3.218272]","[51.209228, 3.224738]",11.673,13.848,False,,,False,False,13.5,0.9,17179050596,17179050596,garmin_ping_489421450356,False,0,0,False,,,,,,
2,"{'id': 54565248, 'resource_state': 1}",Namiddagloop,21330.9,7524,7616,288.0,Run,Run,,15569776578,2025-08-24 11:01:53+00:00,2025-08-24T13:01:53Z,(GMT+01:00) Europe/Brussels,7200.0,,,,1,19,1,1,0,"{'id': 'a15569776578', 'summary_polyline': '}a|tHq}sZx@lAn@fBTVxAmBdBeDCTd@NrAnDRPhGqKbBjF\\pBZtIJbA\\d@TKl@s@XM\\?b@V^b@dAnB\\jA|B`Cl@v@tA|DRnCBnB@e@XYR?tCn@`HpAbBNhBf@z@lBd@nFNr@fA~Bj@r@dChBbAf@lGzEv@dBr@rDl@pFr@fEFdAd@zCZp@h@RDl@LCh@`@NTMxAHn@J`@zBrEhAlEx@xB\\`Dd@~C~AzGENc@^Sj@wA`Mq@jJiArHXpB^rGFxBEdIJzB|@zEX`AHn@Tj@_@vA]tCDp@EdBd@lGdAhF`BpPN|BZpB^nB|DdNR^Bj@CV]n@mDvC{EtI{E`GwGrD{E|E}GhGgBvBYEWq@}AmHcBqC}@o@e@EuCj@kGnBsA^mAdDFr@O`ABt@GL[VKn@MvBO\\aAh@s@bCIrBJzCE`CDd@Jb@wAvDKh@a@v@mBnHg@zAoAzG_@vAiAlCW`@Sp@YViC`EeCdF}CzES~@_@fA@x@Sf@UlB_@dEXgCC]KDQQS?eEtGqBhEuBrD_AhCeFxXQH]E{C_CCNg@n@B`@Q|Do@Pc@l@s@xAg@tBeDpHEVDb@bCxIf@~By@jBo@rBc@j@iA`A[j@SFU[s@_C}@cEaA_DOaAqEgQj@|AnAzE[uDAkBMwB?qAq@iGVgBfAsDA{@a@cAaBuFH]@QU}@QEDAASo@e@oA_D_DsJsNma@uBsGkBwKwDiSqDsSyDmUqA{Gs@kFkAyFUcB[eAOgBFa@b@gAAi@_D{Dg@Vq@g@u@kBe@iBsAmCi@iBQQYE}BeD}@oEcAqAw@uCeAiBuA{DeBeD}A_EQk@cAsFqE}LAIdB|EJDJc@NQP_@@q@Cn@^j@@x@RTFE@g@KqCQ_Cm@yNQkB@_@]oHIi@EsBKaAGwBQmBOgG]}Ew@{Rk@wIYsI]wGUgCA{Ac@gKm@oJYyIi@mIa@qKiAwQQqF_@wE?o@dAkCdBeDl@o@nBq@hBqAvHcEf@w@dBcD|BqFX]XM`@Ex@RlBItBhB\\NdDD`Jl@nAZhHb@`EaBjBsAv@}@pA_AtDg@pC{@p@_@rAwAhBwAjAQp@DtHnCnAPRQXcA|BaD~E}BPBNb@`@bGV|APV^FvAUdCLdAMzDlUH@JOr@yCbA}C|@cB|AcEHGLJd@pARv@@XTj@xAtCJrA', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[50.775517, 4.53098]","[50.775365, 4.532888]",2.835,4.74,True,168.8,186.0,False,True,123.4,57.2,16629120365,16629120365,garmin_ping_472882006048,False,0,0,False,84.1,367.2,548.0,370.0,True,2761.6
2,"{'id': 54565248, 'resource_state': 1}",Ochtendloop,5146.9,1750,1750,17.0,Run,Run,,15543406300,2025-08-22 05:44:51+00:00,2025-08-22T07:44:51Z,(GMT+01:00) Europe/Brussels,7200.0,,,,3,11,0,1,0,"{'id': 'a15543406300', 'summary_polyline': 'insvH_{vUCCAWgAmBi@mAAM@Gt@iCNc@XgANe@N]j@aAp@_AJWVa@D[CWIW@Yb@aAH[lB_AvAeANe@d@k@R]PMPGPUr@]b@[TGPQt@c@ZIPMrA_@NBHHF\\HJXE^BVAh@Qb@IXAtB[h@Ub@Y^a@\\i@RMJOHEPQd@QROb@MLARIN?NEVAr@OLKPa@fAk@f@e@ZQNSz@m@d@g@n@e@NQjBuAFIB[@c@AOWgAAIDM`@YXG\\Ox@m@p@MRIf@E`@KN?b@KN@l@ID@v@QD@LAJ@j@I\\?RGDBj@GB@RCD@HCN@LCH@XATKB@RID?NIVARIx@Mj@[\\Yf@k@|@yAZ[NWH@p@h@N`@An@EVIT[h@OPoA~@YXy@f@{@b@URk@X]Zo@b@WHk@C_@?UAQB_A?KCc@Du@McAKIES?OKM?KCS@EAA@y@GM?g@DWHc@VOBOJSFWP[XOFKOSm@]m@Qm@OEK?IBQR}@n@_Av@a@XSJuBxAg@d@[TiAh@}@`A[b@e@`@UXULw@Pw@ZOB]Lc@Dk@NwB^k@Ta@Fo@R]Pm@POLc@RQ@O?OEIGEIGu@@YIkA@YEOEGu@DGF?PJp@JpAD~@?ZANIRs@nAOl@Ul@[d@Ob@o@t@KPWVWNQPq@XWRi@PEAK@YJWPSHSRy@Tc@ZSJWROTOZUN_@tAUl@Y~Ae@jB_@jBk@xBOX]ZQXK|@?tARx@Xd@HTHFLTf@p@l@j@^R|@l@', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.059095, 3.726725]","[51.059656, 3.725428]",2.941,3.78,True,160.5,181.0,False,True,10.6,5.6,16599734170,16599734170,garmin_ping_472106028990,False,0,0,False,84.7,365.6,478.0,364.0,True,639.5
2,"{'id': 54565248, 'resource_state': 1}",Namiddagloop,11010.5,3535,3581,146.0,Run,Run,0.0,15514074797,2025-08-19 14:58:15+00:00,2025-08-19T16:58:15Z,(GMT+01:00) Europe/Brussels,7200.0,,,,3,12,0,1,0,"{'id': 'a15514074797', 'summary_polyline': 'ya|tHc}sZjBlDHT@TJZIU?YG_@OMg@eAgCcEg@`CEFQBKLk@xCI@QGk@s@gAcAy@wAgAoCCi@I_AKU[qBI_@QoAa@oBMaA_@gB[}BEKE?_AJsBKaADSEm@JMEKYe@uFUeBO_@OEa@JaEjBi@x@[Zo@dAO`@Kp@QNSBsJeDq@Aq@Jk@X_@Xe@j@qAhAIZa@O]\\wBr@aFt@sAlA[b@QFyApAeC|@w@`@uGa@yBc@uDO{D]s@DeACOEq@a@OQg@_@S[MEoBLu@O_@?UFWP]bA[p@Qh@Yh@Un@g@r@M\\i@fAk@bAa@RWXu@Tc@X[Js@^UT[HuAx@ST_@JEJ}@h@a@BOHkAzA[t@a@n@gA|Ba@d@a@La@Zg@R_Av@_DpAKLqAp@g@`@i@X_EbBaAr@_@RWD}@n@y@d@k@TQPw@`@o@d@gAb@kAp@}@r@e@PyBlAWCKSE_@@cAVqEFqC?a@JsBHeDN_BCODYLIjAa@tA[\\Aj@W|Aa@n@KlBc@`@Sl@G`Bk@fBa@TQl@mAhAsCb@}@PIx@Qf@e@Tc@LKh@IhEh@LGBMEa@g@iB?SFOr@Wv@QbAa@\\SnAoAJSp@m@LSd@e@tAoA~@i@v@iApBeAt@m@~@sA^aA`@o@Xy@BS@Ui@oC?WBSPY`@[n@aArAwBPe@`A_B^g@JFFNVz@Lt@pArEjAtCX`BL\\Hj@?n@I|@UpA]lAGh@CnAB|B\\h@n@b@NPh@ZRDNE`DNj@NhBR~A?`ALb@?~@VhBBp@L~AFn@P\\]xBw@z@k@tAmAt@g@V_@l@_@`AW|C]j@O`A_@h@[N@d@xAp@tAh@z@PRdDtFLLTBjAfBLXz@jAj@dA`BfCx@lBl@vBLx@Rd@XjDDdBPlCZ`Gl@pEbAfDh@zAnC`Hd@v@vAnAZLpFL~@c@NJP^\\?r@{@hAgB`@e@t@qA\\c@b@u@h@k@h@w@fBmB~@oAFQCSGKBHJDJE`@m@?IGYi@aAQc@AO\\e@`@gAHMh@m@n@}@D[Em@@]DMTc@AQWk@A_@`@i@DQX]CS_@w@eA{CE_@Ke@e@u@[q@wAwB', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[50.775493, 4.530905]","[50.775723, 4.531237]",3.115,4.7,True,168.8,190.0,False,True,115.4,69.6,16568028121,16568028121,garmin_ping_471220053022,False,3,0,False,84.5,402.3,592.0,404.0,True,1421.2
2,"{'id': 54565248, 'resource_state': 1}",Middagloop,5690.6,1962,1997,6.0,Run,Run,,15408272251,2025-08-10 09:24:33+00:00,2025-08-10T11:24:33Z,(GMT+01:00) Europe/Brussels,7200.0,,,,0,11,0,3,0,"{'id': 'a15408272251', 'summary_polyline': 'e{lxHkf`SYSCG_@YSU[k@I[WoBUqAGQOaAc@oAWmAOg@]aBa@gCc@u@KWm@yBm@iDI]]gC_@qAWmBSi@Ie@U_C?UC_@Km@K_AMa@Ie@OeBYcBGs@I[Go@U_A[oCAW[eCEq@Kk@Ae@YaB?S?FNx@WcCEk@Ii@GeA]{BQaB[_Cc@qBWoBQs@Gi@QgCIy@Ae@UuACu@@c@IcCMkAS_@EKOgAQm@Ic@Ac@YcCGm@Km@OeCGe@Cm@Gi@Ac@YqCAc@Qw@CWMg@U_BOs@?IGa@_@y@EaAIqAMs@Sw@Aa@Kk@Es@GYAWUmAK_@YiCAWQg@EYGcA?c@S_BAc@G[Ce@Ik@?UIi@Ce@Qy@Ca@Mg@ASI]Ec@Qg@A]@SI}@?UIc@EFATFT@XFb@Vv@DX?NEr@@Z`@`CNhAf@pGJfANp@`@~Eb@rCf@hBN^Hd@Vv@L|@ZnABd@^vDPv@JtAPz@DlAHp@@n@T~A@z@DdAVjBT|@DtBN`B\\|AL~@Dn@F\\Fv@PbAFjAX~C`@nCXbBT`CLz@Nf@F^L`B^~CFVDf@RbADf@FTLt@J~@p@jBR^b@rAZt@v@tA\\^HR?RMn@QdCAf@@`CFrBFf@JdBJnCHx@Ln@ZpAb@pCRv@RvAPdBZvBXjALz@XhA~@nGf@dCl@nDZbBD`@`@dCPpA', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.352991, 3.283109]","[51.353645, 3.282537]",2.9,6.22,True,145.0,168.0,False,True,4.4,0.0,16454936769,16454936769,garmin_ping_468037478098,False,0,0,False,88.8,357.6,710.0,358.0,True,700.4
2,"{'id': 54565248, 'resource_state': 1}",Namiddagloop,23016.0,7778,7922,33.0,Run,Run,0.0,15389808025,2025-08-08 14:28:46+00:00,2025-08-08T16:28:46Z,(GMT+01:00) Europe/Brussels,7200.0,,,,9,15,0,2,0,"{'id': 'a15389808025', 'summary_polyline': 'mslxHqk`SY?[m@a@c@wAsFe@uAWyA?Yk@uCo@uFWqAM_BQg@OyBYgBMg@A_AmAiJmAuHIiAg@_DUcCEkDS{B?{AEmA[aE_@_DwBoMa@mBWy@WaCoA_GOiAaAiFeBwLKY_@gCm@sCOuAaA_GIgAmA{H_AyIO}CWuNSqFiBwTmAkKiBuKeBwKRyBGiAuDsVkAoH]kEiEkXOuAEyA}C{RCuB\\gDNQHDFR?rANpAQl@@n@|CjS\\|@dL|INBNUn@_DV]^EZJ^`AD`BLvC?fDNpGD`@~JvWPp@PvAHxAZ?Tj@Nt@J`BVbA?vAFj@Pl@j@~@ExA@~A^lCFxAnBpNFlBAh@Kn@{B|H?LUh@CVh@l@pDlCLDN_@TGx@b@\\d@|@\\e@U[IIUOQkAc@MO?u@J]Ku@BqAC_ADaAJu@^m@QWG}A?m@rAo@zA]j@a@hBe@z@IdAJz@U`AJ`@d@z@}DVeBp@eC`GwNn@uBb@sCL{BOgJY}JO}AEkBBuBkBkY[mGmBoYIOQBaBpDSRoG~AcUzGGSH}@Ak@S_DRqAFC@e@S}CCeC_BoW]yD@]HUdAmAzD_EBKK}@Hi@r@oAr@{@~@eBdL{_@vCcMPa@x@c@vDaAlMm@lAWvAu@vLeIfBcB~AcAbBw@FLNhAl@BJj@nA`BtH~HnVdXxNrOS~@sElNcE`NoChIoF`Q}AjEkAtDaAfDiA`DwA`FeJjYShAoAbMq@nFcAbKs@~FFDlAy@^GxE`@xAXJEDSFsAv@ObGr@JX@tA[tQIjLMvF?l@F\\`BZfJf@zGbA~AHn@NJT?Xc@zE{@rHoBhTIdGS`Bc@|AGf@NpAlAfETtARtBEdJk@jHe@dJBjAn@`E?nHCxAFnBKPKBwAFWc@EmAy@K@cAGGmCOMHMt@IfFMpGDnAZdBJjABbFErEIbBi@fFWvAg@j@cAv@q@dBeBvBk@|@i@pBKlABfDCjAo@lDEzAs@hCk@`A]VQ~@ItDOd@`@p@FZDl@EpA[HkBWaAPINGt@@|@MlFIbAM|Le@^LrBYpBApBJnB`@hDz@vCNtA@lAObBWv@c@j@}@Xc@?g@Sm@w@MYScCBoBG}Cq@yEe@kGE}@@s@CKc@Aa@QaC@sE[w@N_AnAc@fAqA~AcAvBWAU_@yA_G]{@iEwB[[Ym@a@oAMkAaAeDg@}Bs@sE', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.351751, 3.283936]","[51.353096, 3.287511]",2.959,5.42,True,161.3,192.0,False,True,15.8,2.2,16435168748,16435168748,garmin_ping_467465478506,False,0,0,False,85.7,369.0,534.0,368.0,True,2869.8
2,"{'id': 54565248, 'resource_state': 1}",Namiddagloop,10380.2,3168,3168,10.0,Run,Run,0.0,15342642834,2025-08-04 15:32:35+00:00,2025-08-04T17:32:35Z,(GMT+01:00) Europe/Brussels,7200.0,,,,0,16,0,1,0,"{'id': 'a15342642834', 'summary_polyline': 'gmovHoj~ZBECIC]@s@E}@Fi@P[d@q@Z[r@kAj@o@`@m@TSDMBYBERMbA_@HK?e@Og@Ca@Ic@AWG]A[G_@Cm@OgAA_AVUv@]|A}@RUNIf@o@n@gAb@mAF_@z@iCNo@Re@d@cBJULq@Ti@Ji@Pe@l@uBVq@T_ABEb@uAFa@JUXaAb@kBb@yATmABGb@LtAr@nAv@xAr@zBvAh@IP@rB^l@RHCDAJ_@Ny@Fm@H_@@QPeALg@Zs@t@aDXu@h@]xAi@pBiA`Bq@f@[r@UtCuAHBt@vB`@bBt@`C~@lD\\`APt@?H`@pAlBpH\\d@d@ThACvAORDLPP^Zh@vBzCX~@l@tCHtAC`AI|@YvASl@@Fr@tCLhAd@|BHz@Cr@DlBPvAVlARdBJ^JTb@r@ZRDNV^r@x@h@d@r@dAJTRXRFrBy@XQ^c@Xq@Zi@fAyAN[HGPYLCFHFx@Nx@xA|E\\|@Lh@Lx@@\\Eh@ILSPHNBNGn@_@|BCb@a@dCIbA]pBQpAUjASnBI`@WtBKj@Gj@EzABv@Cd@K\\C^ENKHy@RiATaEbAoCj@IDc@j@SNm@\\w@PGJ@PNp@R|BAHD`@PvDZfEBtAHl@Hx@?n@TdEJx@T~C@`@AZF`@?XJhAL~BFf@@v@ZtBH\\Jt@FVDd@FV@HCPOZa@f@q@hAo@r@u@tASVuAvBy@bAo@jAq@~@]t@eAtAm@fAg@h@m@fAq@`A_@p@eBdCm@hAc@r@O\\EBKI?IBgA?{DAq@F_E@eDIiCAmCCc@EmCEm@MQK?KDKFGLYT_@d@OLK@WIiA}@_@Qq@i@u@a@UUWIIBa@Z_@h@_FxFQ\\CjACDc@X]Lc@DSRg@r@QPk@t@w@z@QXq@h@Yb@SNw@`A}@lAwBbCw@bAc@`@m@x@aAfA[JcC`@{@XuAPqA?}AMoA@kBJ}AZMIC]AwADyCFkAAQHqBf@aEfBsLCgAEc@GqBHeAF[RsBXeBRaBn@aHJu@LsADsA?sBCyA@[Gs@C}@[uCIg@Es@e@uDOu@[kDQ}@GeA@[C{@B]AqBCiAIMs@Q}AUu@OWKu@Mg@GOIgAQa@AGEAIEkEO_GGmDIcC?{@EaACqB', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.038442, 4.584245]","[51.038331, 4.582224]",3.277,4.36,True,171.0,192.0,False,True,9.2,5.6,16384889990,16384889990,garmin_ping_466084343536,False,0,0,False,85.7,415.0,493.0,415.0,True,1314.5
2,"{'id': 54565248, 'resource_state': 1}",Namiddagloop,18020.9,5815,5882,37.0,Run,Run,0.0,15288112854,2025-07-30 14:32:13+00:00,2025-07-30T16:32:13Z,(GMT+01:00) Europe/Brussels,7200.0,,,,0,19,2,1,0,"{'id': 'a15288112854', 'summary_polyline': 'amxvH{_cZHrARh@Bj@D?n@vAn@vBl@vDd@tE`AtD~EbTTdBTtDHRRCd@[N[fA{HlBcHh@mCJgAAkFA~AL\\L@RM\\s@nAcDp@wA`@sBNOT?\\NtAtABPCXeAjD]fB]|Be@fFIbE@nDRtEb@~DTtAn@lCr@~BtAbD`CrDjDhDxBnC|AjCz@zBx@lCt@lEv@zGn@rHGjB]vC_ArC]l@gBpA{A@IRGz@KPmDfCeCtBg@n@c@dAiBxCMn@[f@WLcCxDyA`Ee@vBQ`Dc@zDEhAAhBIRYVER@\\Vp@Jz@Bl@ArBLdAf@~@Tn@dAxGbB|Fv@xAfA`A\\d@bCvEZ`@`C`B^v@X`An@lCJjDBlHEjAa@~DmArGUz@kGvOmAlFwAvE_CvGw@dBo@r@sAdDaCvJg@jAUTUG{AqAK?CTJUB@|AjAHH@PM|@i@nAmBfKw@~HKhCC|IIbD@rBm@xQK\\kAGSNa@|@g@tB@d@Fb@Jf@ZhAI~@G`B@hAJVj@VDJ[lHKjAYhCeAfFNt@?Rq@nEWf@ETDxBOl@[dCO|@H_@F@?Pu@xDc@bB_AhF]rAY@JRbA|@jB~AdBfAxArAZG@kAJaAdAqFn@kEz@wBZgARgATaBDuA@{Cd@yCb@m@FW?qBR}AAaB^}CLSPAdGdBt@KRYHi@@oAIu@cA{B_A_BYeAK_AAeBNaDn@iDPmBBmAG{@m@}Ay@qAs@y@S}@E_BDkBAqBHsATyBSiFH}IJk@Xa@pGeDb@[Ta@JyAAmKP{B^aAh@y@r@{Ar@aDfCiFLcAGmBZ_BdAmDXUd@w@TiAFq@t@qDfAqA\\eAxA{Gt@sF|@yChAuCR_B?a@TqJMgBOu@qAeEeAsDyB}FgE}I}AwCiAkCuBcEmAiCSs@_@cBQcEFiBRuBdAuEh@i@r@Yh@mAFUFeCJ]Va@|CaCvBgAfAI|Ch@p@ONMp@kAj@mCPe@hAkA|DcDhBwBnCsFfCaExD}HO@oAdBkBoD_@_@aBF[QgE_@u@JoGc@IYUcCOe@s@sE_AkDsAmD}@mBo@aA_EaEoCaD}BoEcBkFw@iE_@uDKmCGiEL_FViEpAoHx@eC?c@K[yAqAW@OPg@rBwArDe@fAy@nAO\\QpCQhAgBzGy@|EYtAIhAW^y@VGK]qEQwAyAsGwBqII}@Sy@i@e@c@iB[m@QwAi@}Bi@wA]mBI[UQ?F', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.084499, 4.444301]","[51.084501, 4.443054]",3.099,4.36,True,176.3,189.0,False,True,13.4,2.0,16326471387,16326471387,garmin_ping_464396029507,False,0,0,False,86.4,389.5,585.0,389.0,True,2260.5
2,"{'id': 54565248, 'resource_state': 1}",Avondloop,6525.6,2231,2255,23.0,Run,Run,0.0,15265370071,2025-07-28 16:17:59+00:00,2025-07-28T18:17:59Z,(GMT+01:00) Europe/Brussels,7200.0,,,,10,11,0,1,0,"{'id': 'a15265370071', 'summary_polyline': 'wnsvHe|vUKSOi@_AmBSUUOUUKWG_A@_@r@qCBo@CKk@c@[i@[u@Um@We@Sw@We@Sc@[eA_@wBEwAGk@Ai@M}@?QE]Dg@QkACe@GUWaCIYGa@Mi@Ek@@IFIh@S^KXOt@W`@Sj@Qb@U`AU\\a@D@n@Qx@a@HA|@c@PQnAk@^Wl@WXWb@UhAQPIHGHc@I}@GWIII?qA`@]HI?MHSFMHk@TOBa@P}@VI@_Bn@QD_@Vu@TQHUF_A\\kBh@m@ZODQAECEKCIIoAKUOKIEG?gCdAYHQJc@Pg@JSJQLQBOLc@F[LeAZUJaBj@MJEFG`@d@dDFdAFf@JTD@H?|Ai@ZGl@YzAg@j@YVGvBu@v@QLGB@NKHCBEEMKoAAa@Kq@Cq@W_B?MBGHGTCFENAF@WKeAZmAh@_Cv@{@f@}Af@cATe@Ns@`@MJKLAT\\hCPhBPr@JDL?ZIb@Up@Qb@Sf@ORMZIj@WVGjAg@zAg@LG@CA@l@GFIAq@EK@IKq@I}@EKA_@UyA?KEOECM?YLM@KLQD?@G?UJSDEFa@N}Br@eAf@aBp@g@Ti@HMV?NBXRpAb@rDFNLBLAt@[v@Sj@[l@Wj@KBIRGF?LIr@ULKNCb@U\\GXA\\GL@@CACMFSBeCp@cAZq@^g@L{Ah@c@Re@NIE[JE?CF?DB@ZSLEJG\\Gl@SFED?\\QREn@]z@UhBq@TGTKXEHC`AKPJL`@LPFPDx@CZ?\\JdAVbBCh@FJh@JT?\\LhA@RFFAf@Ff@NLFPR\\NXXx@ZPLf@Dn@KRBlA?RAD@HA^BlA@b@FRAZBDDJBX\\Jb@APIRe@h@M^EAKBUXq@h@e@TQLaA^QR[v@Id@Lb@@^AD{@nAsAjCUTEJQdAi@fBE\\MXGZRv@NV^|@X`@NVG^KJ', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.059164, 3.726915]","[51.059219, 3.726686]",2.925,5.74,True,157.6,199.0,False,True,12.4,5.6,16302214310,16302214310,garmin_ping_463720927920,False,4,0,False,80.5,359.9,794.0,404.0,True,796.6
