resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_cadence,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,"{'id': 54565248, 'resource_state': 1}",Ochtendloop,42455.1,15197,15285,100.0,Run,Run,,16117253114,2025-10-12 08:19:05+00:00,2025-10-12T10:19:05Z,(GMT+01:00) Europe/Brussels,7200.0,,,,14,29,6,13,0,"{'id': 'a16117253114', 'summary_polyline': 'a~owHuosR{AcGu@aGqCuFyJiMc@kAIaAfCcDdBwDxAyAxF|IzChH\\NhEiEfCeBfEwHvKuLRe@Ea@}ByD_A}@q@gBqH{Nk@m@uAI_A~Cc@lDwBjAaGkEc@CqGjLiE`EkCcJq@}A@g@zAgC`BeEbO{MZk@L_AiAiBoJgI}D{EmBo@uE]cQlC_NxG}GtFiH~EgDnDwEvD{CzFa@KyAcD@cA^wBeAwD}Sof@{Wwo@oRyc@_J}TyFcIeS{VoCcEuAmA}h@yp@oUuXW}@cEuGhC{GcAqB{EjFqGxJ_TdN_I`DuNbKcGfFd@pD`CdJxBhGnDzL`@bDzBtJh@dDrBnFnAfBEfASNoI_JSMAPvN~NYbOTbGdB`HvBfFpBtIdAnCjBxC|@|EfIzGbGvDh@lAfC`_@XbIxBdA\\xBE~PFfJdBzHf@lHfW}@`IaBbPwA|JoClDAtM`DhDzBrEdEjHfDdInFdEr@vENfLa@|FcA|@b@rD~D`BHvBYbHlBVCVi@`A_TV{Ad@o@r@xBl@z@pBhAjFxA`ExDzBFjGgBbHfA~DyAb@j@~AdGbCvLb@jDd@`ACrAcBtEc@nDhA`Dh@aAx@l@vCuArDeHvCbHdFlF|B~C~DvM|BJzDq@~CrCtAp@vMfBNV`@fEj@`C\\h@XAzEiEtEmBtFgAnDjCxA@|@`AbKvDhNrGnAbAzHxAfGvCtGjBtMfBvIpCxLtBHVwFtIoA^cBEKvARbAdRnKvDxApBhCnEzApHhFxNtIrItEl@O}Gqb@q@uNDeF{BaN_@cAuAa@qId@uFjAaMxGgF^eBe@IoVLoAjBATj@DpBVh@h@HzEyBzDmCnFkGfBcEpAqDnDgNGa@oBuB_AeDk@HmCjBMEiBtDaArD{ApDmDvEkFnCaERIa[eBwH}BwFs@eCgBoMl@w@tXoNF_DrBwCPgAoEqTUg@{HBkEjD_Cl@eKeBeRn@eCbAUvA`@xD|B|]h@dEk@sCmDie@Og@uGGoEh@iCx@qFpCsAR{D|EyAdCWz@kAzI}B`FyCbEkEdEiBfAK[ReBt@yBPiAYwDk@{B{@gAiGwBkG}Iu@\\_@UsBuDkAoAk@gBkIcOuACgAzD]~B[f@eAd@m@AwC_CoBcAyGbL}DdEQ@wDaMJaA~DmIdPcNTmA_@eA{AqAkAoB_BeA}FcHaAm@sJqAsEv@qAG_DzAwCn@uIzEaBj@oRtN_JjIwBzD]fAz@|ArChLz@~@~CtAxCh@~DzDjAVjJqBrFnAnE}ATRx@`CpArF|BdMj@|A|DiAtEc@', 'resource_state': 2}",False,False,False,False,everyone,False,g20684238,"[51.20497, 3.218037]","[51.209129, 3.224793]",2.794,10.04,True,168.8,191.0,False,True,17.8,-0.6,17200398531,17200398531,garmin_ping_490100838456,False,7,0,False,84.0,343.9,512.0,353.0,True,5216.8
